Código do domicilio,Ano de referência,Total de moradores,Código do entrevistador,Código do Núcleo PM,Condição no domicílio,Cônjuge de sexo diferente,Cônjuge do mesmo sexo,Total de filhos ou enteados,Cônjuge no domicílio,Filhos ou enteados no domicílio,Arranjo familiar,Sexo do responsável,Total de homens no domicíio,Total de mulheres no domicílio,Idade do responsável,Cor ou Raça do responsável,Relação do responsável com a APM,Total de alunos Passos Mágicos,Total de bolsistas,Total bolsistas Decisão,Total bolsistas João Paulo II,Total bolsistas Einstein,Total bosistas FIAP,Total bolsistas UNISA,Total bolsistas Estácio,Total bolsistas Outros,Total de inativos Passos Mágicos,Total PIT,Total PO,Total PD,Total trabalhadores infantis,Total FFT,Total FT,Total desempregados de longo prazo,Total trabalhadores formais,Total trabalhadores informais,Privação trabalho formal,Valor total rendas do trabalho,Total indivíduos BPC/LOAS,Valor total BPC/LOAS,Total indivíduos Bolsa Família,Valor total Bolsa Família,Total indivíduos Outros Programas,Valor total Outros Programas,Total indivíduos Aposentadoria,Valor total Aposentadoria,Total indivíduos Seguro desemprego,Valor total Seguro desemprego,Total indivíduos Pensão ou mesada,Valor total Pensão ou mesada,Total indivíduos Aluguel,Valor total Aluguel,Valor total Rendas Programas Sociais,Valor total Outras Rendas,Valor Renda total do domicílio,Origem da renda,Renda per capita,Renda per capita em faixas,Renda total em faixas,Linhas pobreza,Tipo do domicílio,Material predominante do piso,Quantos cômodos?,Quantos dormitórios?,Disponibilidade de água encanada,Quantos banheiros exclusivos?,Quantos banheiros compartilhados?,Forma de escoamento do esgoto?,Origem da energia elétrica?,Combustível usado para cozinhar?,Caracterize a propriedade do domicílio,Quantos moradores possuem telefone celular?,Possui telefone fixo?,Tem geladeira ou freezer?,Tem televisor?,Tem computador?,Tem acesso à internet?,Tem internet via celular?,Tem automóvel?
2020G1001,2020,4,Josiane,Centro,Pessoa responsável pelo domicílio,1,0,1,Com Cônjuge,Com filhos,União ou casamento sexo diferente,Homem,1,3,41,Parda,Pai ou mãe de aluno(a) ativo (atualmente cursando),1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,2,0,não,3136,0,0,0,0,0,0,1,1200,0,0,0,0,0,0,1200,0,4336,trabalho e programas sociais,1084.0,"R$ 836,01 a R$ 1.115,00","R$ 4.181,00 a R$ 5.225,00 [5 SM]",EG,Casa,"Cerâmica, lajota ou pedra",3,2,Canalizada em pelo menos um cômodo,1,0,Fossa não ligada à rede,Utiliza ao menos uma fonte de energia elétrica,Gás de botijão,Próprio de algum morador - já pago,3,Sim,Sim,"Sim, de tela fina e de tubo",Sim,Sim,Sim,Sim
2020G1002,2020,4,Josiane,Centro,Pessoa responsável pelo domicílio,1,0,2,Com Cônjuge,Com filhos,União ou casamento sexo diferente,Homem,1,3,45,Branca,Pai ou mãe de aluno(a) ativo (atualmente cursando),1,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,2,1,não,3658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3658,renda do trabalho,914.5,"R$ 836,01 a R$ 1.115,00","R$ 3.136,00 a R$ 4.180,00 [4 SM]",EG,Casa,"Cerâmica, lajota ou pedra",4,2,Canalizada em pelo menos um cômodo,1,0,"Rede geral, rede pluvial ou fossa ligada à rede",Utiliza ao menos uma fonte de energia elétrica,Gás de botijão,Alugado,3,Não,Sim,"Sim, somente de tela fina (LED, LCD ou plasma)",Sim,Sim,Sim,Sim
2020G1003,2020,3,Josiane,Centro,Pessoa responsável pelo domicílio,1,0,1,Com Cônjuge,Com filhos,União ou casamento sexo diferente,Mulher,0,3,30,Branca,Pai ou mãe de aluno(a) ativo (atualmente cursando),1,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,0,1,0,não,1568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1568,renda do trabalho,522.6666666666666,"R$ 278,01 a R$ 557,00","R$ 1.046,00 a R$ 1.568,00 [1,5 SM]",PSE2020,Casa,Cimento,2,1,Canalizada em pelo menos um cômodo,1,0,"Rede geral, rede pluvial ou fossa ligada à rede",Utiliza ao menos uma fonte de energia elétrica,Gás de botijão,Cedido por familiar,1,Não,Sim,"Sim, somente de tela fina (LED, LCD ou plasma)",Não,Não,Sim,Não
2020G1004,2020,3,Josiane,Centro,Pessoa responsável pelo domicílio,1,0,1,Com Cônjuge,Com filhos,União ou casamento sexo diferente,Homem,1,2,68,Parda,Pai ou mãe de aluno(a) ativo (atualmente cursando),1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,2,privação de trabalho formal,2613,0,0,1,160,0,0,1,1500,0,0,0,0,0,0,1660,0,4273,trabalho e programas sociais,1424.3333333333333,"R$ 1.394,01 a R$ 1.673,00","R$ 4.181,00 a R$ 5.225,00 [5 SM]",SP,Casa,"Cerâmica, lajota ou pedra",4,2,Não canalizada,1,0,Fossa não ligada à rede,Não utiliza/não tem energia elétrica,Gás de botijão,Próprio de algum morador - já pago,2,Não,Sim,"Sim, de tela fina e de tubo",Não,Sim,Sim,Sim
2020G1005,2020,5,Josiane,Centro,Pessoa responsável pelo domicílio,1,0,3,Com Cônjuge,Com filhos,União ou casamento sexo diferente,Homem,2,3,38,Branca,Pai ou mãe de aluno(a) ativo (atualmente cursando),1,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,0,0,2,privação de trabalho formal,1568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1568,renda do trabalho,313.6,"R$ 278,01 a R$ 557,00","R$ 1.046,00 a R$ 1.568,00 [1,5 SM]",pobreza,Casa,"Cerâmica, lajota ou pedra",4,2,Canalizada em pelo menos um cômodo,1,0,"Rede geral, rede pluvial ou fossa ligada à rede",Utiliza ao menos uma fonte de energia elétrica,Gás de botijão,Cedido por familiar,2,Não,Sim,"Sim, somente de tela fina (LED, LCD ou plasma)",Não,Sim,Sim,Não
2020G1007,2020,3,Josiane,Centro,Pessoa responsável pelo domicílio,1,0,1,Com Cônjuge,Com filhos,União ou casamento sexo diferente,Homem,1,2,36,Branca,Pai ou mãe de aluno(a) ativo (atualmente cursando),1,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,0,1,1,não,2613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2613,renda do trabalho,871.0,"R$ 836,01 a R$ 1.115,00","R$ 2.091,00 a R$ 3.135,00 [3 SM]",EG,Casa,"Cerâmica, lajota ou pedra",4,2,Canalizada em pelo menos um cômodo,1,0,"Rede geral, rede pluvial ou fossa ligada à rede",Utiliza ao menos uma fonte de energia elétrica,Gás de botijão,Alugado,2,Não,Sim,"Sim, somente de tela fina (LED, LCD ou plasma)",Não,Sim,Sim,Sim
2020G1008,2020,4,Josiane,Centro,Pessoa responsável pelo domicílio,1,0,2,Com Cônjuge,Com filhos,União ou casamento sexo diferente,Homem,2,2,41,Branca,Pai ou mãe de aluno(a) ativo (atualmente cursando),1,0,0,0,0,0,0,0,0,0,3,1,0,0,2,1,0,0,2,privação de trabalho formal,1568,0,0,1,89,0,0,0,0,0,0,0,0,0,0,89,0,1657,trabalho e programas sociais,414.25,"R$ 278,01 a R$ 557,00","R$ 1.569,00 a R$ 2.090,00 [2 SM]",PSE2020,Casa,"Cerâmica, lajota ou pedra",4,2,Canalizada em pelo menos um cômodo,1,0,"Rede geral, rede pluvial ou fossa ligada à rede",Utiliza ao menos uma fonte de energia elétrica,Gás de botijão,Próprio de algum morador - já pago,3,Não,Sim,"Sim, de tela fina e de tubo",Não,Não,Sim,Sim
2020G1009,2020,4,Josiane,Centro,Pessoa responsável pelo domicílio,1,0,2,Com Cônjuge,Com filhos,União ou casamento sexo diferente,Homem,1,3,38,Parda,Pai ou mãe de aluno(a) ativo (atualmente cursando),1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,1,1,não,2090,0,0,1,328,0,0,0,0,0,0,0,0,0,0,328,0,2418,trabalho e programas sociais,604.5,"R$ 557,01 a R$ 836,00","R$ 2.091,00 a R$ 3.135,00 [3 SM]",PSE2020,Casa,"Cerâmica, lajota ou pedra",3,1,Canalizada em pelo menos um cômodo,1,0,Fossa não ligada à rede,Utiliza ao menos uma fonte de energia elétrica,Gás de botijão,Alugado,2,Sim,Sim,"Sim, de tela fina e de tubo",Sim,Sim,Sim,Não
2020G1011,2020,5,Josiane,Centro,Pessoa responsável pelo domicílio,1,0,3,Com Cônjuge,Com filhos,União ou casamento sexo diferente,Homem,3,2,39,Parda,Pai ou mãe de aluno(a) ativo (atualmente cursando),1,0,0,0,0,0,0,0,0,0,4,2,0,0,2,2,0,1,1,não,2090,0,0,1,132,0,0,0,0,0,0,0,0,0,0,132,0,2222,trabalho e programas sociais,444.4,"R$ 278,01 a R$ 557,00","R$ 2.091,00 a R$ 3.135,00 [3 SM]",PSE2020,Casa,"Cerâmica, lajota ou pedra",3,2,Canalizada em pelo menos um cômodo,1,0,"Rede geral, rede pluvial ou fossa ligada à rede",Utiliza ao menos uma fonte de energia elétrica,Gás de botijão,Próprio de algum morador - já pago,5,Não,Sim,"Sim, somente de tela fina (LED, LCD ou plasma)",Não,Não,Sim,Sim
2020G1020,2020,5,Josiane,Centro,Pessoa responsável pelo domicílio,1,0,3,Com Cônjuge,Com filhos,União ou casamento sexo diferente,Homem,3,2,41,Parda,Pai ou mãe de aluno(a) ativo (atualmente cursando),2,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,3,0,não,4703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4703,renda do trabalho,940.6,"R$ 836,01 a R$ 1.115,00","R$ 4.181,00 a R$ 5.225,00 [5 SM]",EG,Casa,"Cerâmica, lajota ou pedra",6,3,Canalizada em pelo menos um cômodo,2,0,Fossa não ligada à rede,Utiliza ao menos uma fonte de energia elétrica,Gás de botijão,Próprio de algum morador - já pago,5,Sim,Sim,"Sim, somente de tela fina (LED, LCD ou plasma)",Sim,Sim,Sim,Sim
2020G1029,2020,3,Josiane,Centro,Pessoa responsável pelo domicílio,1,0,1,Com Cônjuge,Com filhos,União ou casamento sexo diferente,Homem,2,1,52,Parda,Pai ou mãe de aluno(a) ativo (atualmente cursando),1,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,0,1,0,não,1568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1568,renda do trabalho,522.6666666666666,"R$ 278,01 a R$ 557,00","R$ 1.046,00 a R$ 1.568,00 [1,5 SM]",PSE2020,Casa,"Cerâmica, lajota ou pedra",3,1,Canalizada em pelo menos um cômodo,1,0,Fossa não ligada à rede,Utiliza ao menos uma fonte de energia elétrica,Gás de botijão,Próprio de algum morador - já pago,2,Não,Sim,"Sim, de tela fina e de tubo",Não,Não,Sim,Sim
2020G1033,2020,3,Josiane,Centro,Pessoa responsável pelo domicílio,1,0,1,Com Cônjuge,Com filhos,União ou casamento sexo diferente,Homem,2,1,40,Branca,Pai ou mãe de aluno(a) ativo (atualmente cursando),1,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,0,1,0,não,1568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1568,renda do trabalho,522.6666666666666,"R$ 278,01 a R$ 557,00","R$ 1.046,00 a R$ 1.568,00 [1,5 SM]",PSE2020,Casa,"Cerâmica, lajota ou pedra",4,2,Canalizada em pelo menos um cômodo,1,0,"Rede geral, rede pluvial ou fossa ligada à rede",Utiliza ao menos uma fonte de energia elétrica,Gás de botijão,Cedido por familiar,3,Não,Sim,"Sim, somente de tela fina (LED, LCD ou plasma)",Não,Não,Sim,Sim
2020G1034,2020,6,Josiane,Centro,Pessoa responsável pelo domicílio,1,0,2,Com Cônjuge,Com filhos,União ou casamento sexo diferente,Homem,3,3,63,Branca,Avô(ó) de aluno(a) ativo (atualmente cursando),1,0,0,0,0,0,0,0,0,0,4,2,0,0,2,2,0,2,0,não,3658,0,0,0,0,0,0,1,5000,0,0,0,0,0,0,5000,0,8658,trabalho e programas sociais,1443.0,"R$ 1.394,01 a R$ 1.673,00","R$ 7.316,00 a R$ 10.450,00 [10SM]",SP,Casa,"Cerâmica, lajota ou pedra",6,3,Canalizada em pelo menos um cômodo,2,0,"Rede geral, rede pluvial ou fossa ligada à rede",Utiliza ao menos uma fonte de energia elétrica,Gás de botijão,Próprio de algum morador - já pago,5,Sim,Sim,"Sim, somente de tela fina (LED, LCD ou plasma)",Sim,Sim,Sim,Sim
2020G1039,2020,4,Josiane,Centro,Pessoa responsável pelo domicílio,0,0,3,Sem Cônjuge,Com filhos,Monoparental,Mulher,0,4,35,Branca,Pai ou mãe de aluno(a) ativo (atualmente cursando),1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,privação de trabalho formal,0,0,0,0,0,0,0,0,0,0,0,1,940,0,0,0,940,940,outras rendas,235.0,"R$ 0,00 a R$ 278,00","R$ 526,00 [0,5 SM] a R$ 1.045,00 [1 SM]",pobreza,Casa,"Cerâmica, lajota ou pedra",4,2,Canalizada em pelo menos um cômodo,1,0,Fossa não ligada à rede,Utiliza ao menos uma fonte de energia elétrica,Gás de botijão,Alugado,2,Não,Sim,"Sim, somente de tela fina (LED, LCD ou plasma)",Não,Sim,Não,Sim
2020G1047,2020,8,Josiane,Centro,Pessoa responsável pelo domicílio,1,0,3,Com Cônjuge,Com filhos,União ou casamento sexo diferente,Homem,3,5,32,Branca,Pai ou mãe de aluno(a) ativo (atualmente cursando),1,0,0,0,0,0,0,0,0,0,5,3,0,0,2,3,0,1,2,não,4181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4181,renda do trabalho,522.625,"R$ 278,01 a R$ 557,00","R$ 4.181,00 a R$ 5.225,00 [5 SM]",PSE2020,Casa,"Cerâmica, lajota ou pedra",8,3,Canalizada em pelo menos um cômodo,3,0,Fossa não ligada à rede,Utiliza ao menos uma fonte de energia elétrica,Gás de botijão,Cedido por familiar,5,Não,Sim,"Sim, somente de tela fina (LED, LCD ou plasma)",Sim,Sim,Sim,Sim
2020G1048,2020,4,Josiane,Centro,Pessoa responsável pelo domicílio,1,0,2,Com Cônjuge,Com filhos,União ou casamento sexo diferente,Mulher,1,3,36,Branca,Pai ou mãe de aluno(a) ativo (atualmente cursando),1,0,0,0,0,0,0,0,0,0,3,1,1,0,1,2,0,1,0,não,1568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1568,renda do trabalho,392.0,"R$ 278,01 a R$ 557,00","R$ 1.046,00 a R$ 1.568,00 [1,5 SM]",PSE2020,Casa,"Cerâmica, lajota ou pedra",4,2,Canalizada em pelo menos um cômodo,1,0,"Rede geral, rede pluvial ou fossa ligada à rede",Utiliza ao menos uma fonte de energia elétrica,Gás de botijão,Próprio de algum morador - já pago,2,Não,Sim,"Sim, somente de tela fina (LED, LCD ou plasma)",Não,Não,Sim,Sim
2020G1055,2020,6,Josiane,Centro,Pessoa responsável pelo domicílio,1,0,4,Com Cônjuge,Com filhos,União ou casamento sexo diferente,Mulher,4,2,56,Indígena,Pai ou mãe de aluno(a) ativo (atualmente cursando),1,0,0,0,0,0,0,0,0,0,5,1,0,0,4,1,4,1,0,não,1045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1045,renda do trabalho,174.16666666666666,"R$ 0,00 a R$ 278,00","R$ 526,00 [0,5 SM] a R$ 1.045,00 [1 SM]",pobreza,Casa,"Cerâmica, lajota ou pedra",5,3,Canalizada em pelo menos um cômodo,1,0,"Rede geral, rede pluvial ou fossa ligada à rede",Utiliza ao menos uma fonte de energia elétrica,Gás de botijão,Alugado,5,Não,Sim,"Sim, de tela fina e de tubo",Não,Sim,Não,Não
2020G1056,2020,5,Josiane,Centro,Pessoa responsável pelo domicílio,1,0,3,Com Cônjuge,Com filhos,União ou casamento sexo diferente,Mulher,0,5,40,Branca,Pai ou mãe de aluno(a) ativo (atualmente cursando),1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,2,0,não,3136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3136,renda do trabalho,627.2,"R$ 557,01 a R$ 836,00","R$ 3.136,00 a R$ 4.180,00 [4 SM]",PSE2020,Casa,"Cerâmica, lajota ou pedra",5,2,Canalizada em pelo menos um cômodo,1,0,"Rede geral, rede pluvial ou fossa ligada à rede",Utiliza ao menos uma fonte de energia elétrica,Gás de botijão,Próprio de algum morador - já pago,2,Sim,Sim,"Sim, somente de tela fina (LED, LCD ou plasma)",Sim,Sim,Sim,Sim
2020G3006,2020,4,Josiane,Filipinho,Pessoa responsável pelo domicílio,0,0,3,Sem Cônjuge,Com filhos,Monoparental,Homem,2,2,42,Branca,Pai ou mãe de aluno(a) ativo (atualmente cursando),3,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,0,1,0,não,1568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1568,renda do trabalho,392.0,"R$ 278,01 a R$ 557,00","R$ 1.046,00 a R$ 1.568,00 [1,5 SM]",PSE2020,Apartamento,"Cerâmica, lajota ou pedra",4,2,Canalizada em pelo menos um cômodo,1,0,"Rede geral, rede pluvial ou fossa ligada à rede",Utiliza ao menos uma fonte de energia elétrica,Gás de botijão,Próprio de algum morador - já pago,1,Sim,Sim,"Sim, somente de tela fina (LED, LCD ou plasma)",Não,Sim,Não,Não
2020G3010,2020,6,Josiane,Filipinho,Pessoa responsável pelo domicílio,1,0,4,Com Cônjuge,Com filhos,União ou casamento sexo diferente,Homem,3,3,33,Parda,Pai ou mãe de aluno(a) ativo (atualmente cursando),2,0,0,0,0,0,0,0,0,0,3,2,0,0,1,2,0,0,2,privação de trabalho formal,2090,0,0,1,247,0,0,0,0,1,1045,0,0,0,0,1292,0,3382,trabalho e programas sociais,563.6666666666666,"R$ 557,01 a R$ 836,00","R$ 3.136,00 a R$ 4.180,00 [4 SM]",PSE2020,Casa,"Cerâmica, lajota ou pedra",4,2,Canalizada em pelo menos um cômodo,1,0,"Rede geral, rede pluvial ou fossa ligada à rede",Utiliza ao menos uma fonte de energia elétrica,Gás de botijão,Alugado,2,Não,Sim,"Sim, somente de tela fina (LED, LCD ou plasma)",Sim,Não,Sim,Sim
2020G3012,2020,4,Josiane,Filipinho,Pessoa responsável pelo domicílio,1,0,2,Com Cônjuge,Com filhos,União ou casamento sexo diferente,Homem,2,2,40,Parda,Pai ou mãe de aluno(a) ativo (atualmente cursando),2,0,0,0,0,0,0,0,0,0,3,2,0,0,1,2,0,1,1,não,3136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3136,renda do trabalho,784.0,"R$ 557,01 a R$ 836,00","R$ 3.136,00 a R$ 4.180,00 [4 SM]",EG,Apartamento,"Cerâmica, lajota ou pedra",4,2,Canalizada em pelo menos um cômodo,1,0,"Rede geral, rede pluvial ou fossa ligada à rede",Utiliza ao menos uma fonte de energia elétrica,Gás de botijão,Próprio de algum morador - já pago,3,Sim,Sim,"Sim, somente de tela fina (LED, LCD ou plasma)",Sim,Sim,Não,Sim
2020G3013,2020,6,Josiane,Filipinho,Pessoa responsável pelo domicílio,1,0,4,Com Cônjuge,Com filhos,União ou casamento sexo diferente,Homem,3,3,33,Parda,Pai ou mãe de aluno(a) ativo (atualmente cursando),2,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,0,1,0,não,1568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1568,renda do trabalho,261.3333333333333,"R$ 0,00 a R$ 278,00","R$ 1.046,00 a R$ 1.568,00 [1,5 SM]",pobreza,Apartamento,"Cerâmica, lajota ou pedra",4,2,Canalizada em pelo menos um cômodo,1,0,"Rede geral, rede pluvial ou fossa ligada à rede",Utiliza ao menos uma fonte de energia elétrica,Gás de botijão,Próprio de algum morador - já pago,2,Não,Sim,"Sim, somente de tela fina (LED, LCD ou plasma)",Não,Não,Sim,Não
2020G3014,2020,6,Josiane,Filipinho,Pessoa responsável pelo domicílio,1,0,4,Com Cônjuge,Com filhos,União ou casamento sexo diferente,Mulher,2,4,36,Branca,Pai ou mãe de aluno(a) ativo (atualmente cursando),2,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,0,0,1,privação de trabalho formal,1045,0,0,0,0,0,0,0,0,1,1080,0,0,0,0,1080,0,2125,trabalho e programas sociais,354.1666666666667,"R$ 278,01 a R$ 557,00","R$ 2.091,00 a R$ 3.135,00 [3 SM]",PSE2020,Casa,"Cerâmica, lajota ou pedra",4,2,Canalizada em pelo menos um cômodo,1,0,Fossa não ligada à rede,Utiliza ao menos uma fonte de energia elétrica,Gás de botijão,Próprio de algum morador - já pago,1,Não,Sim,"Sim, de tela fina e de tubo",Não,Não,Sim,Não
2020G3015,2020,4,Josiane,Filipinho,Pessoa responsável pelo domicílio,0,0,3,Sem Cônjuge,Com filhos,Monoparental,Mulher,2,2,36,Parda,Pai ou mãe de aluno(a) ativo (atualmente cursando),2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,privação de trabalho formal,522,0,0,1,180,0,0,0,0,0,0,0,0,0,0,180,0,702,trabalho e programas sociais,175.5,"R$ 0,00 a R$ 278,00","R$ 526,00 [0,5 SM] a R$ 1.045,00 [1 SM]",pobreza,Apartamento,"Cerâmica, lajota ou pedra",4,2,Canalizada em pelo menos um cômodo,1,0,"Rede geral, rede pluvial ou fossa ligada à rede",Utiliza ao menos uma fonte de energia elétrica,Gás de botijão,Próprio de algum morador - ainda pagando,2,Não,Sim,"Sim, de tela fina e de tubo",Sim,Sim,Não,Não
2020G3016,2020,5,Josiane,Filipinho,Pessoa responsável pelo domicílio,1,0,3,Com Cônjuge,Com filhos,União ou casamento sexo diferente,Homem,3,2,34,Parda,Pai ou mãe de aluno(a) ativo (atualmente cursando),1,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,0,0,1,privação de trabalho formal,1045,0,0,1,123,0,0,0,0,0,0,0,0,0,0,123,0,1168,trabalho e programas sociais,233.6,"R$ 0,00 a R$ 278,00","R$ 1.046,00 a R$ 1.568,00 [1,5 SM]",pobreza,Casa,"Cerâmica, lajota ou pedra",3,1,Canalizada em pelo menos um cômodo,1,0,Fossa não ligada à rede,Utiliza ao menos uma fonte de energia elétrica,Gás de botijão,Alugado,2,Não,Sim,"Sim, somente de tela fina (LED, LCD ou plasma)",Sim,Sim,Sim,Não
2020G3017,2020,6,Josiane,Filipinho,Pessoa responsável pelo domicílio,1,0,4,Com Cônjuge,Com filhos,União ou casamento sexo diferente,Homem,3,3,35,Branca,Pai ou mãe de aluno(a) ativo (atualmente cursando),1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,0,2,privação de trabalho formal,2613,0,0,1,212,0,0,0,0,0,0,0,0,0,0,212,0,2825,trabalho e programas sociais,470.8333333333333,"R$ 278,01 a R$ 557,00","R$ 2.091,00 a R$ 3.135,00 [3 SM]",PSE2020,Apartamento,"Cerâmica, lajota ou pedra",4,2,Canalizada em pelo menos um cômodo,1,0,"Rede geral, rede pluvial ou fossa ligada à rede",Utiliza ao menos uma fonte de energia elétrica,Gás de botijão,Próprio de algum morador - já pago,6,Não,Sim,"Sim, somente de tela fina (LED, LCD ou plasma)",Não,Sim,Não,Sim
2020G3018,2020,3,Josiane,Filipinho,Pessoa responsável pelo domicílio,1,0,1,Com Cônjuge,Com filhos,União ou casamento sexo diferente,Homem,1,2,35,Preta,Pai ou mãe de aluno(a) ativo (atualmente cursando),1,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,0,0,1,privação de trabalho formal,1045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1045,renda do trabalho,348.3333333333333,"R$ 278,01 a R$ 557,00","R$ 526,00 [0,5 SM] a R$ 1.045,00 [1 SM]",PSE2020,Casa,"Cerâmica, lajota ou pedra",3,1,Canalizada em pelo menos um cômodo,1,0,Fossa não ligada à rede,Utiliza ao menos uma fonte de energia elétrica,Gás de botijão,Próprio de algum morador - já pago,2,Sim,Sim,"Sim, de tela fina e de tubo",Não,Sim,Sim,Não
2020G3019,2020,2,Josiane,Filipinho,Pessoa responsável pelo domicílio,0,0,1,Sem Cônjuge,Com filhos,Monoparental,Mulher,0,2,28,Parda,Pai ou mãe de aluno(a) ativo (atualmente cursando),1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,não,1568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1568,renda do trabalho,784.0,"R$ 557,01 a R$ 836,00","R$ 1.046,00 a R$ 1.568,00 [1,5 SM]",EG,Casa,"Cerâmica, lajota ou pedra",3,1,Canalizada em pelo menos um cômodo,1,0,Fossa não ligada à rede,Utiliza ao menos uma fonte de energia elétrica,Gás de botijão,Alugado,2,Não,Sim,"Sim, somente de tela fina (LED, LCD ou plasma)",Sim,Sim,Sim,Não
2020G3021,2020,6,Josiane,Filipinho,Pessoa responsável pelo domicílio,0,0,5,Sem Cônjuge,Com filhos,Monoparental,Mulher,1,5,40,Branca,Pai ou mãe de aluno(a) ativo (atualmente cursando),2,0,0,0,0,0,0,0,0,0,4,0,3,0,1,3,0,0,0,privação de trabalho formal,0,0,0,1,218,1,250,0,0,0,0,0,0,0,0,468,0,468,programas sociais,78.0,"R$ 0,00 a R$ 278,00","R$1,00 a R$ 525,00 [0,5 SM]",miséria,Apartamento,"Cerâmica, lajota ou pedra",4,2,Canalizada em pelo menos um cômodo,1,0,"Rede geral, rede pluvial ou fossa ligada à rede",Utiliza ao menos uma fonte de energia elétrica,Gás de botijão,Próprio de algum morador - ainda pagando,1,Não,Sim,"Sim, de tela fina e de tubo",Não,Não,Não,Não
2020G3022,2020,5,Josiane,Filipinho,Pessoa responsável pelo domicílio,0,0,4,Sem Cônjuge,Com filhos,Monoparental,Mulher,3,2,38,Branca,Pai ou mãe de aluno(a) ativo (atualmente cursando),1,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,privação de trabalho formal,0,0,0,0,0,1,1045,0,0,0,0,0,0,0,0,1045,0,1045,programas sociais,209.0,"R$ 0,00 a R$ 278,00","R$ 526,00 [0,5 SM] a R$ 1.045,00 [1 SM]",pobreza,Apartamento,"Cerâmica, lajota ou pedra",4,2,Canalizada em pelo menos um cômodo,1,0,"Rede geral, rede pluvial ou fossa ligada à rede",Utiliza ao menos uma fonte de energia elétrica,Gás de botijão,Próprio de algum morador - ainda pagando,2,Não,Sim,"Sim, de tela fina e de tubo",Não,Não,Não,Não
2020G3023,2020,2,Josiane,Filipinho,Pessoa responsável pelo domicílio,0,0,1,Sem Cônjuge,Com filhos,Monoparental,Mulher,0,2,49,Parda,Pai ou mãe de aluno(a) ativo (atualmente cursando),1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,privação de trabalho formal,0,0,0,0,0,1,1040,0,0,0,0,0,0,0,0,1040,0,1040,programas sociais,520.0,"R$ 278,01 a R$ 557,00","R$ 526,00 [0,5 SM] a R$ 1.045,00 [1 SM]",PSE2020,Casa,"Cerâmica, lajota ou pedra",2,1,Canalizada em pelo menos um cômodo,1,0,Fossa não ligada à rede,Utiliza ao menos uma fonte de energia elétrica,Gás de botijão,Próprio de algum morador - já pago,1,Não,Sim,"Sim, somente de tubo",Não,Sim,Sim,Não
